query,metodo,patron,total_postings,tiempo_seg
satelite map,sin_skip,t1 AND t2,437,0.000110042
satelite map,con_skip,t1 AND t2,437,0.000011451
pocket bikes,sin_skip,t1 AND t2,33,0.000007262
pocket bikes,con_skip,t1 AND t2,33,0.000009008
song lyrics,sin_skip,t1 AND t2,448,0.000075549
song lyrics,con_skip,t1 AND t2,448,0.000120585
spy ware,sin_skip,t1 AND t2,27,0.000010613
spy ware,con_skip,t1 AND t2,27,0.000016059
seattle traffic,sin_skip,t1 AND t2,120,0.000029815
seattle traffic,con_skip,t1 AND t2,120,0.000045525
walkway lighting,sin_skip,t1 AND t2,35,0.000011032
walkway lighting,con_skip,t1 AND t2,35,0.000015641
born footwear,sin_skip,t1 AND t2,1188,0.000205841
born footwear,con_skip,t1 AND t2,1188,0.000046502
cannes watches,sin_skip,t1 AND t2,19,0.000006773
cannes watches,con_skip,t1 AND t2,19,0.000009496
sparta illinois,sin_skip,t1 AND t2,129,0.000024299
sparta illinois,con_skip,t1 AND t2,129,0.000022902
bike week,sin_skip,t1 AND t2,162,0.000026742
bike week,con_skip,t1 AND t2,162,0.000040567
revolutionary poems,sin_skip,t1 AND t2,96,0.000020667
revolutionary poems,con_skip,t1 AND t2,96,0.000034074
citizenship questions,sin_skip,t1 AND t2,110,0.000021366
citizenship questions,con_skip,t1 AND t2,110,0.000032957
holland america,sin_skip,t1 AND t2,290,0.000050134
holland america,con_skip,t1 AND t2,290,0.000076178
local theaters,sin_skip,t1 AND t2,2306,0.000384310
local theaters,con_skip,t1 AND t2,2306,0.000181822
tim mcgowan,sin_skip,t1 AND t2,110,0.000009496
tim mcgowan,con_skip,t1 AND t2,110,0.000010125
outer banks,sin_skip,t1 AND t2,103,0.000026254
outer banks,con_skip,t1 AND t2,103,0.000043291
brooke burke,sin_skip,t1 AND t2,18,0.000008728
brooke burke,con_skip,t1 AND t2,18,0.000008937
weight watchers,sin_skip,t1 AND t2,169,0.000021017
weight watchers,con_skip,t1 AND t2,169,0.000019411
yahoo games,sin_skip,t1 AND t2,329,0.000065844
yahoo games,con_skip,t1 AND t2,329,0.000087209
lost cast,sin_skip,t1 AND t2,517,0.000096008
lost cast,con_skip,t1 AND t2,517,0.000173024
teacher supplies,sin_skip,t1 AND t2,149,0.000035331
teacher supplies,con_skip,t1 AND t2,149,0.000058093
westchester ny,sin_skip,t1 AND t2,104,0.000020947
westchester ny,con_skip,t1 AND t2,104,0.000021366
jet magazine,sin_skip,t1 AND t2,286,0.000049016
jet magazine,con_skip,t1 AND t2,286,0.000074782
pix 4300,sin_skip,t1 AND t2,7,0.000005167
pix 4300,con_skip,t1 AND t2,7,0.000007192
crossword puzzles,sin_skip,t1 AND t2,9,0.000004329
crossword puzzles,con_skip,t1 AND t2,9,0.000004748
real arcade,sin_skip,t1 AND t2,250,0.000043151
real arcade,con_skip,t1 AND t2,250,0.000045874
pool designs,sin_skip,t1 AND t2,106,0.000022343
pool designs,con_skip,t1 AND t2,106,0.000036099
death calculator,sin_skip,t1 AND t2,579,0.000060816
death calculator,con_skip,t1 AND t2,579,0.000025695
wells fargo,sin_skip,t1 AND t2,38,0.000009496
wells fargo,con_skip,t1 AND t2,38,0.000014454
nypd rant,sin_skip,t1 AND t2,3,0.000004329
nypd rant,con_skip,t1 AND t2,3,0.000005795
dam removal,sin_skip,t1 AND t2,63,0.000014663
dam removal,con_skip,t1 AND t2,63,0.000022972
famous american,sin_skip,t1 AND t2,1128,0.000187267
famous american,con_skip,t1 AND t2,1128,0.000309319
yahoo maps,sin_skip,t1 AND t2,799,0.000118910
yahoo maps,con_skip,t1 AND t2,799,0.000098522
allan motors,sin_skip,t1 AND t2,19,0.000007262
allan motors,con_skip,t1 AND t2,19,0.000010823
cancun resorts,sin_skip,t1 AND t2,19,0.000006773
cancun resorts,con_skip,t1 AND t2,19,0.000006145
pool pumps,sin_skip,t1 AND t2,55,0.000012499
pool pumps,con_skip,t1 AND t2,55,0.000010893
std pictures,sin_skip,t1 AND t2,91,0.000016130
std pictures,con_skip,t1 AND t2,91,0.000011940
jessica simpson,sin_skip,t1 AND t2,30,0.000008030
jessica simpson,con_skip,t1 AND t2,30,0.000009077
wal mart,sin_skip,t1 AND t2,16,0.000006773
wal mart,con_skip,t1 AND t2,16,0.000009915
northwest airlines,sin_skip,t1 AND t2,132,0.000025835
northwest airlines,con_skip,t1 AND t2,132,0.000043221
farm girls,sin_skip,t1 AND t2,153,0.000040498
farm girls,con_skip,t1 AND t2,153,0.000055300
nyc gov,sin_skip,t1 AND t2,27,0.000008170
nyc gov,con_skip,t1 AND t2,27,0.000011661
postal jobs,sin_skip,t1 AND t2,201,0.000036797
postal jobs,con_skip,t1 AND t2,201,0.000064657
asheville biltmore,sin_skip,t1 AND t2,7,0.000004748
asheville biltmore,con_skip,t1 AND t2,7,0.000006284
cheap tickets,sin_skip,t1 AND t2,53,0.000013266
cheap tickets,con_skip,t1 AND t2,53,0.000061864
guitar necks,sin_skip,t1 AND t2,144,0.000018643
guitar necks,con_skip,t1 AND t2,144,0.000011451
school uniforms,sin_skip,t1 AND t2,537,0.000095589
school uniforms,con_skip,t1 AND t2,537,0.000069964
janet jackson,sin_skip,t1 AND t2,100,0.000025346
janet jackson,con_skip,t1 AND t2,100,0.000031281
rc planes,sin_skip,t1 AND t2,45,0.000013755
rc planes,con_skip,t1 AND t2,45,0.000022972
fisher price,sin_skip,t1 AND t2,105,0.000025346
fisher price,con_skip,t1 AND t2,105,0.000040497
ionia ephesus,sin_skip,t1 AND t2,3,0.000005656
ionia ephesus,con_skip,t1 AND t2,3,0.000006634
cel phones,sin_skip,t1 AND t2,18,0.000008030
cel phones,con_skip,t1 AND t2,18,0.000011033
kessler tables,sin_skip,t1 AND t2,43,0.000011032
kessler tables,con_skip,t1 AND t2,43,0.000011242
yahoo games,sin_skip,t1 AND t2,329,0.000098102
yahoo games,con_skip,t1 AND t2,329,0.000064168
digital concepts,sin_skip,t1 AND t2,237,0.000041056
digital concepts,con_skip,t1 AND t2,237,0.000063679
beyonce knowles,sin_skip,t1 AND t2,3,0.000006145
beyonce knowles,con_skip,t1 AND t2,3,0.000006633
honda generators,sin_skip,t1 AND t2,22,0.000009566
honda generators,con_skip,t1 AND t2,22,0.000013825
caracas pantyhose,sin_skip,t1 AND t2,5,0.000005726
caracas pantyhose,con_skip,t1 AND t2,5,0.000006564
diesel watches,sin_skip,t1 AND t2,47,0.000014244
diesel watches,con_skip,t1 AND t2,47,0.000021995
alan howell,sin_skip,t1 AND t2,46,0.000014244
alan howell,con_skip,t1 AND t2,46,0.000021925
redhead teens,sin_skip,t1 AND t2,20,0.000005237
redhead teens,con_skip,t1 AND t2,20,0.000007192
free resumes,sin_skip,t1 AND t2,6046,0.000899610
free resumes,con_skip,t1 AND t2,6046,0.000134411
benign vertigo,sin_skip,t1 AND t2,11,0.000008588
benign vertigo,con_skip,t1 AND t2,11,0.000010614
yard art,sin_skip,t1 AND t2,326,0.000064238
yard art,con_skip,t1 AND t2,326,0.000097404
news journal,sin_skip,t1 AND t2,485,0.000090143
news journal,con_skip,t1 AND t2,485,0.000239147
direct tv,sin_skip,t1 AND t2,489,0.000090422
direct tv,con_skip,t1 AND t2,489,0.000170999
barry university,sin_skip,t1 AND t2,600,0.000124915
barry university,con_skip,t1 AND t2,600,0.000094332
exchange rate,sin_skip,t1 AND t2,198,0.000045246
exchange rate,con_skip,t1 AND t2,198,0.000080018
playboy magazines,sin_skip,t1 AND t2,72,0.000056837
playboy magazines,con_skip,t1 AND t2,72,0.000021855
car shipping,sin_skip,t1 AND t2,249,0.000042802
car shipping,con_skip,t1 AND t2,249,0.000057255
unique accents,sin_skip,t1 AND t2,155,0.000032398
unique accents,con_skip,t1 AND t2,155,0.000021994
song lyrics,sin_skip,t1 AND t2,448,0.000073803
song lyrics,con_skip,t1 AND t2,448,0.000119119
storage cabinets,sin_skip,t1 AND t2,46,0.000014803
storage cabinets,con_skip,t1 AND t2,46,0.000018573
starwars websites,sin_skip,t1 AND t2,33,0.000007122
starwars websites,con_skip,t1 AND t2,33,0.000009147
sean price,sin_skip,t1 AND t2,111,0.000027161
sean price,con_skip,t1 AND t2,111,0.000058302
america west,sin_skip,t1 AND t2,667,0.000123379
america west,con_skip,t1 AND t2,667,0.000226508
verizon wireless,sin_skip,t1 AND t2,24,0.000009635
verizon wireless,con_skip,t1 AND t2,24,0.000008519
gallo lighting,sin_skip,t1 AND t2,35,0.000011800
gallo lighting,con_skip,t1 AND t2,35,0.000013895
collective soul,sin_skip,t1 AND t2,88,0.000022762
collective soul,con_skip,t1 AND t2,88,0.000034074
floor grinder,sin_skip,t1 AND t2,98,0.000020808
floor grinder,con_skip,t1 AND t2,98,0.000016758
sean paul,sin_skip,t1 AND t2,195,0.000073873
sean paul,con_skip,t1 AND t2,195,0.000047340
wells fargo,sin_skip,t1 AND t2,38,0.000012428
wells fargo,con_skip,t1 AND t2,38,0.000017665
apollo theater,sin_skip,t1 AND t2,89,0.000022833
apollo theater,con_skip,t1 AND t2,89,0.000042663
verizon communications,sin_skip,t1 AND t2,66,0.000016130
verizon communications,con_skip,t1 AND t2,66,0.000010474
contemporary furniture,sin_skip,t1 AND t2,148,0.000031909
contemporary furniture,con_skip,t1 AND t2,148,0.000042453
mini trucks,sin_skip,t1 AND t2,38,0.000012708
mini trucks,con_skip,t1 AND t2,38,0.000057256
halloween tubes,sin_skip,t1 AND t2,31,0.000009077
halloween tubes,con_skip,t1 AND t2,31,0.000011451
kerry penner,sin_skip,t1 AND t2,11,0.000005656
kerry penner,con_skip,t1 AND t2,11,0.000007611
driving directions,sin_skip,t1 AND t2,98,0.000020528
driving directions,con_skip,t1 AND t2,98,0.000093703
frio river,sin_skip,t1 AND t2,237,0.000029116
frio river,con_skip,t1 AND t2,237,0.000014384
texas lottery,sin_skip,t1 AND t2,176,0.000038054
texas lottery,con_skip,t1 AND t2,176,0.000033865
womens advice,sin_skip,t1 AND t2,61,0.000014314
womens advice,con_skip,t1 AND t2,61,0.000019481
pittsboro nc,sin_skip,t1 AND t2,28,0.000007750
pittsboro nc,con_skip,t1 AND t2,28,0.000006982
frontier airlines,sin_skip,t1 AND t2,67,0.000014383
frontier airlines,con_skip,t1 AND t2,67,0.000023391
original man,sin_skip,t1 AND t2,978,0.000194250
original man,con_skip,t1 AND t2,978,0.000355682
atlanta zoo,sin_skip,t1 AND t2,75,0.000019481
atlanta zoo,con_skip,t1 AND t2,75,0.000029535
aol services,sin_skip,t1 AND t2,257,0.000053485
aol services,con_skip,t1 AND t2,257,0.000040847
maui news,sin_skip,t1 AND t2,350,0.000046363
maui news,con_skip,t1 AND t2,350,0.000017107
cheat codes,sin_skip,t1 AND t2,176,0.000016618
cheat codes,con_skip,t1 AND t2,176,0.000014384
sun tattoo,sin_skip,t1 AND t2,93,0.000021506
sun tattoo,con_skip,t1 AND t2,93,0.000023391
northern constellations,sin_skip,t1 AND t2,216,0.000039241
northern constellations,con_skip,t1 AND t2,216,0.000024788
mendoza roofing,sin_skip,t1 AND t2,5,0.000005796
mendoza roofing,con_skip,t1 AND t2,5,0.000007122
heb stores,sin_skip,t1 AND t2,63,0.000007052
heb stores,con_skip,t1 AND t2,63,0.000007052
olympic airlines,sin_skip,t1 AND t2,149,0.000028139
olympic airlines,con_skip,t1 AND t2,149,0.000047480
car rentals,sin_skip,t1 AND t2,227,0.000044757
car rentals,con_skip,t1 AND t2,227,0.000032189
canadian consulate,sin_skip,t1 AND t2,237,0.000047131
canadian consulate,con_skip,t1 AND t2,237,0.000039381
daddy yankee,sin_skip,t1 AND t2,13,0.000007611
daddy yankee,con_skip,t1 AND t2,13,0.000011381
education law,sin_skip,t1 AND t2,697,0.000158081
education law,con_skip,t1 AND t2,697,0.000247595
woodworking center,sin_skip,t1 AND t2,2999,0.000588685
woodworking center,con_skip,t1 AND t2,2999,0.000085395
dragon bird,sin_skip,t1 AND t2,126,0.000031910
dragon bird,con_skip,t1 AND t2,126,0.000051111
bargain network,sin_skip,t1 AND t2,191,0.000040009
bargain network,con_skip,t1 AND t2,191,0.000031979
stay movie,sin_skip,t1 AND t2,316,0.000068707
stay movie,con_skip,t1 AND t2,316,0.000137274
archbishop metropolitan,sin_skip,t1 AND t2,136,0.000032887
archbishop metropolitan,con_skip,t1 AND t2,136,0.000060608
game cheats,sin_skip,t1 AND t2,369,0.000030024
game cheats,con_skip,t1 AND t2,369,0.000016618
american express,sin_skip,t1 AND t2,863,0.000128337
american express,con_skip,t1 AND t2,863,0.000206050
rose picture,sin_skip,t1 AND t2,217,0.000049505
rose picture,con_skip,t1 AND t2,217,0.000087699
black jokes,sin_skip,t1 AND t2,404,0.000052787
black jokes,con_skip,t1 AND t2,404,0.000051460
nothin fancy,sin_skip,t1 AND t2,15,0.000006214
nothin fancy,con_skip,t1 AND t2,15,0.000007611
imax seattle,sin_skip,t1 AND t2,45,0.000013685
imax seattle,con_skip,t1 AND t2,45,0.000017386
pc richards,sin_skip,t1 AND t2,74,0.000020528
pc richards,con_skip,t1 AND t2,74,0.000026603
augustine winery,sin_skip,t1 AND t2,11,0.000007261
augustine winery,con_skip,t1 AND t2,11,0.000009496
utility bills,sin_skip,t1 AND t2,55,0.000016827
utility bills,con_skip,t1 AND t2,55,0.000027091
print shop,sin_skip,t1 AND t2,6115,0.001141060
print shop,con_skip,t1 AND t2,6115,0.000750955
teen poetry,sin_skip,t1 AND t2,98,0.000059141
teen poetry,con_skip,t1 AND t2,98,0.000028558
jesse mccartney,sin_skip,t1 AND t2,13,0.000047270
jesse mccartney,con_skip,t1 AND t2,13,0.000010892
catholic churches,sin_skip,t1 AND t2,181,0.000041056
catholic churches,con_skip,t1 AND t2,181,0.000071011
log prices,sin_skip,t1 AND t2,56,0.000017805
log prices,con_skip,t1 AND t2,56,0.000029047
scary picture,sin_skip,t1 AND t2,139,0.000030024
scary picture,con_skip,t1 AND t2,139,0.000014802
freestyle lyrics,sin_skip,t1 AND t2,95,0.000021994
freestyle lyrics,con_skip,t1 AND t2,95,0.000033306
intermediate accounting,sin_skip,t1 AND t2,52,0.000012010
intermediate accounting,con_skip,t1 AND t2,52,0.000018573
john cena,sin_skip,t1 AND t2,378,0.000019620
john cena,con_skip,t1 AND t2,378,0.000015291
friends mom,sin_skip,t1 AND t2,183,0.000038683
friends mom,con_skip,t1 AND t2,183,0.000023391
unleashed movie,sin_skip,t1 AND t2,225,0.000037076
unleashed movie,con_skip,t1 AND t2,225,0.000030932
1953 studebaker,sin_skip,t1 AND t2,198,0.000009845
1953 studebaker,con_skip,t1 AND t2,198,0.000008658
progesterone cream,sin_skip,t1 AND t2,26,0.000007541
progesterone cream,con_skip,t1 AND t2,26,0.000010125
joel shapiro,sin_skip,t1 AND t2,16,0.000006564
joel shapiro,con_skip,t1 AND t2,16,0.000008170
costume jewelry,sin_skip,t1 AND t2,26,0.000010614
costume jewelry,con_skip,t1 AND t2,26,0.000010404
edwin starr,sin_skip,t1 AND t2,29,0.000008658
edwin starr,con_skip,t1 AND t2,29,0.000013266
driving directions,sin_skip,t1 AND t2,98,0.000020529
driving directions,con_skip,t1 AND t2,98,0.000033795
micro loans,sin_skip,t1 AND t2,23,0.000007750
micro loans,con_skip,t1 AND t2,23,0.000010334
impressive recipes,sin_skip,t1 AND t2,47,0.000011591
impressive recipes,con_skip,t1 AND t2,47,0.000014663
free rpgs,sin_skip,t1 AND t2,6046,0.001093929
free rpgs,con_skip,t1 AND t2,6046,0.000061515
tibial torsion,sin_skip,t1 AND t2,5,0.000007611
tibial torsion,con_skip,t1 AND t2,5,0.000008728
texas lottery,sin_skip,t1 AND t2,176,0.000036309
texas lottery,con_skip,t1 AND t2,176,0.000034423
insect sting,sin_skip,t1 AND t2,41,0.000012149
insect sting,con_skip,t1 AND t2,41,0.000017176
truck comparisons,sin_skip,t1 AND t2,55,0.000015640
truck comparisons,con_skip,t1 AND t2,55,0.000025276
california lottery,sin_skip,t1 AND t2,328,0.000051460
california lottery,con_skip,t1 AND t2,328,0.000034772
florida land,sin_skip,t1 AND t2,541,0.000093075
florida land,con_skip,t1 AND t2,541,0.000145373
beach umbrella,sin_skip,t1 AND t2,71,0.000015850
beach umbrella,con_skip,t1 AND t2,71,0.000019481
sai weapons,sin_skip,t1 AND t2,106,0.000032887
sai weapons,con_skip,t1 AND t2,106,0.000011452
disney channel,sin_skip,t1 AND t2,147,0.000025416
disney channel,con_skip,t1 AND t2,147,0.000041615
detention center,sin_skip,t1 AND t2,3011,0.000550840
detention center,con_skip,t1 AND t2,3011,0.000179237
heroin pictures,sin_skip,t1 AND t2,96,0.000023810
heroin pictures,con_skip,t1 AND t2,96,0.000024578
harry potter,sin_skip,t1 AND t2,55,0.000013196
harry potter,con_skip,t1 AND t2,55,0.000016339
atlanta school,sin_skip,t1 AND t2,569,0.000146141
atlanta school,con_skip,t1 AND t2,569,0.000159617
kids swimming,sin_skip,t1 AND t2,93,0.000024718
kids swimming,con_skip,t1 AND t2,93,0.000038193
brad pitt,sin_skip,t1 AND t2,15,0.000008100
brad pitt,con_skip,t1 AND t2,15,0.000011730
ischemic bowel,sin_skip,t1 AND t2,5,0.000004679
ischemic bowel,con_skip,t1 AND t2,5,0.000006703
stress relief,sin_skip,t1 AND t2,82,0.000018503
stress relief,con_skip,t1 AND t2,82,0.000030234
emile hirsch,sin_skip,t1 AND t2,7,0.000005655
emile hirsch,con_skip,t1 AND t2,7,0.000007680
kirsten storms,sin_skip,t1 AND t2,16,0.000008030
kirsten storms,con_skip,t1 AND t2,16,0.000008658
budweiser sign,sin_skip,t1 AND t2,145,0.000026114
budweiser sign,con_skip,t1 AND t2,145,0.000013825
ovarian cyst,sin_skip,t1 AND t2,7,0.000006703
ovarian cyst,con_skip,t1 AND t2,7,0.000008588
wrestling art,sin_skip,t1 AND t2,325,0.000062911
wrestling art,con_skip,t1 AND t2,325,0.000095798
seattle times,sin_skip,t1 AND t2,468,0.000087140
seattle times,con_skip,t1 AND t2,468,0.000107947
american english,sin_skip,t1 AND t2,1507,0.000348211
american english,con_skip,t1 AND t2,1507,0.000538062
zip codes,sin_skip,t1 AND t2,236,0.000042313
zip codes,con_skip,t1 AND t2,236,0.000070522
tank game,sin_skip,t1 AND t2,403,0.000061026
tank game,con_skip,t1 AND t2,403,0.000084278
boris vallejo,sin_skip,t1 AND t2,12,0.000006215
boris vallejo,con_skip,t1 AND t2,12,0.000008030
car warranties,sin_skip,t1 AND t2,222,0.000021854
car warranties,con_skip,t1 AND t2,222,0.000007960
decor catalogs,sin_skip,t1 AND t2,7,0.000004748
decor catalogs,con_skip,t1 AND t2,7,0.000006284
united airlines,sin_skip,t1 AND t2,217,0.000049854
united airlines,con_skip,t1 AND t2,217,0.000062004
downtown cleveland,sin_skip,t1 AND t2,128,0.000032818
downtown cleveland,con_skip,t1 AND t2,128,0.000052438
richards realm,sin_skip,t1 AND t2,51,0.000016129
richards realm,con_skip,t1 AND t2,51,0.000023251
chinese wallpaper,sin_skip,t1 AND t2,150,0.000030513
chinese wallpaper,con_skip,t1 AND t2,150,0.000015780
papa johns,sin_skip,t1 AND t2,30,0.000010683
papa johns,con_skip,t1 AND t2,30,0.000018433
pacific theatres,sin_skip,t1 AND t2,92,0.000023391
pacific theatres,con_skip,t1 AND t2,92,0.000032887
intercourse cm,sin_skip,t1 AND t2,107,0.000025974
intercourse cm,con_skip,t1 AND t2,107,0.000031001
abc distributing,sin_skip,t1 AND t2,70,0.000017456
abc distributing,con_skip,t1 AND t2,70,0.000023949
villa nova,sin_skip,t1 AND t2,43,0.000013267
villa nova,con_skip,t1 AND t2,43,0.000022553
hiphop adds,sin_skip,t1 AND t2,27,0.000008518
hiphop adds,con_skip,t1 AND t2,27,0.000012569
nh aldermen,sin_skip,t1 AND t2,16,0.000008030
nh aldermen,con_skip,t1 AND t2,16,0.000010474
undercooked chicken,sin_skip,t1 AND t2,24,0.000007471
undercooked chicken,con_skip,t1 AND t2,24,0.000006633
zoey 101,sin_skip,t1 AND t2,100,0.000019621
zoey 101,con_skip,t1 AND t2,100,0.000009845
turkish companies,sin_skip,t1 AND t2,307,0.000049086
turkish companies,con_skip,t1 AND t2,307,0.000066333
jetix tv,sin_skip,t1 AND t2,347,0.000030582
jetix tv,con_skip,t1 AND t2,347,0.000013406
overseas jobs,sin_skip,t1 AND t2,80,0.000018085
overseas jobs,con_skip,t1 AND t2,80,0.000038962
pittsburgh pa,sin_skip,t1 AND t2,103,0.000020528
pittsburgh pa,con_skip,t1 AND t2,103,0.000035330
mcfarlane art,sin_skip,t1 AND t2,290,0.000044757
mcfarlane art,con_skip,t1 AND t2,290,0.000019621
spring break,sin_skip,t1 AND t2,270,0.000049226
spring break,con_skip,t1 AND t2,270,0.000089095
solkar wow,sin_skip,t1 AND t2,10,0.000005377
solkar wow,con_skip,t1 AND t2,10,0.000006214
breathable waders,sin_skip,t1 AND t2,4,0.000004259
breathable waders,con_skip,t1 AND t2,4,0.000004818
environmental law,sin_skip,t1 AND t2,414,0.000059839
environmental law,con_skip,t1 AND t2,414,0.000102990
princeton properties,sin_skip,t1 AND t2,118,0.000023391
princeton properties,con_skip,t1 AND t2,118,0.000034772
texas vacation,sin_skip,t1 AND t2,180,0.000029535
texas vacation,con_skip,t1 AND t2,180,0.000032188
adrenal gland,sin_skip,t1 AND t2,10,0.000004818
adrenal gland,con_skip,t1 AND t2,10,0.000008099
dell computers,sin_skip,t1 AND t2,64,0.000014663
dell computers,con_skip,t1 AND t2,64,0.000022134
george strait,sin_skip,t1 AND t2,202,0.000032887
george strait,con_skip,t1 AND t2,202,0.000021017
horse jobs,sin_skip,t1 AND t2,98,0.000019830
horse jobs,con_skip,t1 AND t2,98,0.000032468
verizon dsl,sin_skip,t1 AND t2,2,0.000003770
verizon dsl,con_skip,t1 AND t2,2,0.000004818
rap cds,sin_skip,t1 AND t2,34,0.000008938
rap cds,con_skip,t1 AND t2,34,0.000015082
hsn coupons,sin_skip,t1 AND t2,6,0.000004398
hsn coupons,con_skip,t1 AND t2,6,0.000005167
farmers bank,sin_skip,t1 AND t2,124,0.000023111
farmers bank,con_skip,t1 AND t2,124,0.000041335
carpal tunnel,sin_skip,t1 AND t2,29,0.000008169
carpal tunnel,con_skip,t1 AND t2,29,0.000007192
map quest,sin_skip,t1 AND t2,466,0.000067729
map quest,con_skip,t1 AND t2,466,0.000077784
brandon henschel,sin_skip,t1 AND t2,11,0.000005307
brandon henschel,con_skip,t1 AND t2,11,0.000006284
1961 thunderbird,sin_skip,t1 AND t2,233,0.000034354
1961 thunderbird,con_skip,t1 AND t2,233,0.000025206
stl cardinals,sin_skip,t1 AND t2,17,0.000005795
stl cardinals,con_skip,t1 AND t2,17,0.000007122
stuffing envelopes,sin_skip,t1 AND t2,7,0.000006214
stuffing envelopes,con_skip,t1 AND t2,7,0.000007541
teenage father,sin_skip,t1 AND t2,315,0.000073524
teenage father,con_skip,t1 AND t2,315,0.000071848
booster seats,sin_skip,t1 AND t2,90,0.000019062
booster seats,con_skip,t1 AND t2,90,0.000013965
egg donors,sin_skip,t1 AND t2,31,0.000010124
egg donors,con_skip,t1 AND t2,31,0.000013685
dogs labs,sin_skip,t1 AND t2,45,0.000013965
dogs labs,con_skip,t1 AND t2,45,0.000024020
rick jason,sin_skip,t1 AND t2,27,0.000010054
rick jason,con_skip,t1 AND t2,27,0.000014732
anorexia celebrities,sin_skip,t1 AND t2,18,0.000006983
anorexia celebrities,con_skip,t1 AND t2,18,0.000009007
epcot center,sin_skip,t1 AND t2,2996,0.000320631
epcot center,con_skip,t1 AND t2,2996,0.000047201
