query,patron,total_postings,tiempo_seg,tiempo_seg_str
discount hotels,t1 AND t2,41,"0,000226069",0.000226069
catherine smith,t1 AND t2,154,"0,000225441",0.000225441
lorain ohio,t1 AND t2,103,"0,000716479",0.000716479
blonde models,t1 AND t2,99,"0,000316022",0.000316022
hot toys,t1 AND t2,134,"0,000314486",0.000314486
houston tx,t1 AND t2,69,"0,000193454",0.000193454
hot tubs,t1 AND t2,100,"0,000260430",0.000260430
powder monkey,t1 AND t2,32,"0,000253795",0.000253795
aol calendar,t1 AND t2,66,"0,000299749",0.000299749
bays 89,t1 AND t2,126,"0,000678696",0.000678696
branson missouri,t1 AND t2,82,"0,000288156",0.000288156
minutemen texas,t1 AND t2,169,"0,000354923",0.000354923
college softball,t1 AND t2,332,"0,000288086",0.000288086
providence neighborhood,t1 AND t2,73,"0,000216571",0.000216571
cold fusion,t1 AND t2,93,"0,000262316",0.000262316
actress broadway,t1 AND t2,163,"0,000238291",0.000238291
syphilis info,t1 AND t2,566,"0,000794769",0.000794769
motorcycle pa,t1 AND t2,79,"0,000294162",0.000294162
florida apparel,t1 AND t2,146,"0,000327057",0.000327057
weight training,t1 AND t2,363,"0,000325660",0.000325660
sort team,t1 AND t2,591,"0,000398153",0.000398153
rent plasma,t1 AND t2,58,"0,000301495",0.000301495
hair coloring,t1 AND t2,58,"0,000270836",0.000270836
backyard living,t1 AND t2,980,"0,000500118",0.000500118
widening esprit,t1 AND t2,5,"0,000336346",0.000336346
rope lighting,t1 AND t2,47,"0,000251630",0.000251630
desperado tabs,t1 AND t2,3,"0,000872919",0.000872919
dental hygienist,t1 AND t2,15,"0,000213149",0.000213149
brighton beach,t1 AND t2,83,"0,000211822",0.000211822
richardson hats,t1 AND t2,24,"0,000196457",0.000196457
hampton university,t1 AND t2,600,"0,000401226",0.000401226
recording contracts,t1 AND t2,156,"0,000294372",0.000294372
yahoo games,t1 AND t2,329,"0,001821474",0.001821474
bar taps,t1 AND t2,128,"0,000293185",0.000293185
outdoor edge,t1 AND t2,130,"0,000219016",0.000219016
victoria beckham,t1 AND t2,86,"0,000219713",0.000219713
lemur species,t1 AND t2,312,"0,000697484",0.000697484
frontier ford,t1 AND t2,67,"0,000285223",0.000285223
shn downloading,t1 AND t2,5,"0,000207422",0.000207422
batman pictures,t1 AND t2,122,"0,000217828",0.000217828
jons movies,t1 AND t2,102,"0,000220412",0.000220412
yahoo mail,t1 AND t2,67,"0,000244018",0.000244018
treasure trail,t1 AND t2,55,"0,000194991",0.000194991
flag day,t1 AND t2,1733,"0,000814255",0.000814255
aries horoscope,t1 AND t2,4,"0,000293115",0.000293115
union planters,t1 AND t2,183,"0,000332224",0.000332224
holiday inn,t1 AND t2,73,"0,000216432",0.000216432
free ipod,t1 AND t2,6050,"0,001893688",0.001893688
shonen jump,t1 AND t2,40,"0,000323425",0.000323425
epstein barr,t1 AND t2,6,"0,000312041",0.000312041
henry flesh,t1 AND t2,140,"0,000307083",0.000307083
kite stationary,t1 AND t2,18,"0,000254843",0.000254843
brooke wilson,t1 AND t2,76,"0,000309736",0.000309736
nixon watches,t1 AND t2,32,"0,000366795",0.000366795
racing trucks,t1 AND t2,105,"0,000315114",0.000315114
volusia county,t1 AND t2,339,"0,002812631",0.002812631
online phd,t1 AND t2,181,"0,000340047",0.000340047
nurse betty,t1 AND t2,23,"0,000228025",0.000228025
american idol,t1 AND t2,823,"0,000568979",0.000568979
celiac diet,t1 AND t2,27,"0,000260919",0.000260919
custom shoes,t1 AND t2,45,"0,000247440",0.000247440
map quest,t1 AND t2,466,"0,000373290",0.000373290
clear history,t1 AND t2,2195,"0,001213385",0.001213385
diamond jax,t1 AND t2,28,"0,000339977",0.000339977
pop blocker,t1 AND t2,159,"0,000246671",0.000246671
stephanie mills,t1 AND t2,38,"0,000243250",0.000243250
sunrise windows,t1 AND t2,96,"0,000210286",0.000210286
blake lively,t1 AND t2,26,"0,000195130",0.000195130
dental insurance,t1 AND t2,49,"0,000235846",0.000235846
mexico fishing,t1 AND t2,201,"0,000281451",0.000281451
kare 11,t1 AND t2,1907,"0,001451956",0.001451956
fat cops,t1 AND t2,38,"0,000270557",0.000270557
cash advance,t1 AND t2,105,"0,000221390",0.000221390
goofy phones,t1 AND t2,16,"0,000167264",0.000167264
adam pascal,t1 AND t2,48,"0,000175017",0.000175017
floor safe,t1 AND t2,153,"0,000247999",0.000247999
hearing aids,t1 AND t2,77,"0,000218667",0.000218667
coral feeding,t1 AND t2,28,"0,000193175",0.000193175
super mario,t1 AND t2,68,"0,000205676",0.000205676
knox hats,t1 AND t2,21,"0,000284384",0.000284384
1985 people,t1 AND t2,2270,"0,001245371",0.001245371
usps regulations,t1 AND t2,39,"0,000260849",0.000260849
pink elephant,t1 AND t2,59,"0,000240595",0.000240595
kingston plantation,t1 AND t2,49,"0,000226349",0.000226349
office depot,t1 AND t2,357,"0,000296188",0.000296188
albuquerque summer,t1 AND t2,341,"0,000300937",0.000300937
green card,t1 AND t2,255,"0,000281871",0.000281871
southwest airlines,t1 AND t2,119,"0,000235218",0.000235218
carlow ireland,t1 AND t2,194,"0,000329990",0.000329990
obituary fargo,t1 AND t2,34,"0,000207841",0.000207841
international translator,t1 AND t2,405,"0,000344307",0.000344307
arkansas corrections,t1 AND t2,46,"0,000237104",0.000237104
matt damon,t1 AND t2,21,"0,000229212",0.000229212
mike jones,t1 AND t2,157,"0,000270557",0.000270557
bobby darin,t1 AND t2,18,"0,000174597",0.000174597
ryland homes,t1 AND t2,61,"0,000217060",0.000217060
southwest airlines,t1 AND t2,119,"0,000321819",0.000321819
phoenix news,t1 AND t2,383,"0,000257427",0.000257427
terry ellefson,t1 AND t2,20,"0,000715013",0.000715013
kay jewelers,t1 AND t2,18,"0,000331317",0.000331317
chimney rock,t1 AND t2,327,"0,000317279",0.000317279
ruth drama,t1 AND t2,124,"0,000259034",0.000259034
mia homepage,t1 AND t2,92,"0,000222297",0.000222297
business loans,t1 AND t2,330,"0,000277611",0.000277611
map quest,t1 AND t2,466,"0,000325450",0.000325450
salem cigarettes,t1 AND t2,22,"0,000215943",0.000215943
web blog,t1 AND t2,252,"0,000339278",0.000339278
skateboard party,t1 AND t2,275,"0,000290112",0.000290112
disney coupons,t1 AND t2,32,"0,000218387",0.000218387
404 signs,t1 AND t2,87,"0,000252678",0.000252678
darton college,t1 AND t2,317,"0,000241993",0.000241993
weightlifter karen,t1 AND t2,15,"0,000613047",0.000613047
sony cameras,t1 AND t2,39,"0,000310086",0.000310086
family feud,t1 AND t2,857,"0,000426438",0.000426438
resume template,t1 AND t2,6060,"0,002041049",0.002041049
grieving widow,t1 AND t2,42,"0,000241923",0.000241923
nickel iodine,t1 AND t2,14,"0,000211683",0.000211683
aruba holloway,t1 AND t2,12,"0,000196109",0.000196109
tire specialist,t1 AND t2,48,"0,000227606",0.000227606
circuit city,t1 AND t2,814,"0,000362116",0.000362116
wedding cakes,t1 AND t2,47,"0,000232006",0.000232006
alcoholics anonymous,t1 AND t2,3848,"0,002026243",0.002026243
gab insurance,t1 AND t2,38,"0,000287668",0.000287668
washington nationals,t1 AND t2,268,"0,000299051",0.000299051
garden planning,t1 AND t2,146,"0,000273769",0.000273769
landscape gateways,t1 AND t2,60,"0,003043519",0.003043519
richard hamilton,t1 AND t2,180,"0,000298562",0.000298562
gwinnett library,t1 AND t2,133,"0,000234589",0.000234589
delta airlines,t1 AND t2,90,"0,000230189",0.000230189
houston chronicle,t1 AND t2,66,"0,000245205",0.000245205
charlie pride,t1 AND t2,59,"0,000179975",0.000179975
channel strip,t1 AND t2,161,"0,000257147",0.000257147
vacuum pumps,t1 AND t2,26,"0,000217759",0.000217759
houston furniture,t1 AND t2,66,"0,000293953",0.000293953
ozark tents,t1 AND t2,3,"0,000200229",0.000200229
velvet revolver,t1 AND t2,11,"0,000235567",0.000235567
jessica simpson,t1 AND t2,30,"0,000194781",0.000194781
tiny firewall,t1 AND t2,36,"0,000227257",0.000227257
breast cysts,t1 AND t2,17,"0,000170268",0.000170268
dragon games,t1 AND t2,344,"0,000306524",0.000306524
minnesota fats,t1 AND t2,71,"0,000236336",0.000236336
greeting cards,t1 AND t2,58,"0,000212870",0.000212870
blackberry farm,t1 AND t2,77,"0,000209658",0.000209658
la apartments,t1 AND t2,311,"0,000311553",0.000311553
dakota fanning,t1 AND t2,11,"0,000205118",0.000205118
kerri russell,t1 AND t2,36,"0,000199879",0.000199879
joe caldwell,t1 AND t2,49,"0,000228025",0.000228025
erotic stories,t1 AND t2,153,"0,000229352",0.000229352
laguna beach,t1 AND t2,65,"0,000210076",0.000210076
gary gaming,t1 AND t2,80,"0,000348148",0.000348148
ashley furniture,t1 AND t2,32,"0,000199321",0.000199321
china vacations,t1 AND t2,217,"0,000246741",0.000246741
truck paper,t1 AND t2,163,"0,000272652",0.000272652
yahoo launch,t1 AND t2,97,"0,000234520",0.000234520
allen looney,t1 AND t2,59,"0,000179416",0.000179416
toronto star,t1 AND t2,254,"0,000221599",0.000221599
rosenblatt stadium,t1 AND t2,64,"0,000209517",0.000209517
superman logo,t1 AND t2,229,"0,000251910",0.000251910
tomahawk lakes,t1 AND t2,84,"0,000214615",0.000214615
create cookbook,t1 AND t2,184,"0,000291089",0.000291089
snoop dogg,t1 AND t2,5,"0,000214545",0.000214545
texas lottery,t1 AND t2,176,"0,000275934",0.000275934
paris hilton,t1 AND t2,166,"0,000249535",0.000249535
investment groups,t1 AND t2,358,"0,000298282",0.000298282
horton homes,t1 AND t2,66,"0,000215035",0.000215035
garden design,t1 AND t2,304,"0,000312530",0.000312530
senator durbin,t1 AND t2,55,"0,000252259",0.000252259
christa miller,t1 AND t2,49,"0,000590280",0.000590280
hugh ross,t1 AND t2,49,"0,000210565",0.000210565
grand ma,t1 AND t2,152,"0,000245065",0.000245065
tim palmer,t1 AND t2,126,"0,000239129",0.000239129
bellevue ranch,t1 AND t2,16,"0,000195619",0.000195619
red potatoes,t1 AND t2,283,"0,000423015",0.000423015
european auto,t1 AND t2,1116,"0,000563322",0.000563322
miguel cardoso,t1 AND t2,19,"0,000212590",0.000212590
online translator,t1 AND t2,183,"0,000242411",0.000242411
mature screen,t1 AND t2,118,"0,000273770",0.000273770
celtic knot,t1 AND t2,42,"0,000239828",0.000239828
kevin james,t1 AND t2,222,"0,000300239",0.000300239
mx tabs,t1 AND t2,4,"0,000194153",0.000194153
people search,t1 AND t2,7902,"0,002477892",0.002477892
loft beds,t1 AND t2,18,"0,000266646",0.000266646
stone mountain,t1 AND t2,235,"0,000278658",0.000278658
rainbow shoppers,t1 AND t2,19,"0,000196597",0.000196597
great depression,t1 AND t2,393,"0,000299401",0.000299401
jacksonville beach,t1 AND t2,84,"0,000232494",0.000232494
super hero,t1 AND t2,113,"0,000222786",0.000222786
deer feeders,t1 AND t2,16,"0,000289483",0.000289483
pogo games,t1 AND t2,303,"0,000388585",0.000388585
amber tamblyn,t1 AND t2,12,"0,000493204",0.000493204
louisville mojo,t1 AND t2,37,"0,000204559",0.000204559
danbury hospital,t1 AND t2,120,"0,000245205",0.000245205
fairy art,t1 AND t2,301,"0,000288156",0.000288156
internet chess,t1 AND t2,110,"0,000245065",0.000245065
car music,t1 AND t2,997,"0,000487197",0.000487197
disney online,t1 AND t2,188,"0,002880723",0.002880723
rachel mcadams,t1 AND t2,14,"0,000213079",0.000213079
eros movie,t1 AND t2,221,"0,000269579",0.000269579
esquire magazine,t1 AND t2,245,"0,000277122",0.000277122
wanted ads,t1 AND t2,148,"0,000250932",0.000250932
buckle repair,t1 AND t2,32,"0,000290600",0.000290600
universal studios,t1 AND t2,82,"0,000229352",0.000229352
nazareth college,t1 AND t2,321,"0,000281381",0.000281381
acer notebooks,t1 AND t2,12,"0,000239688",0.000239688
vanessa carlton,t1 AND t2,16,"0,000208610",0.000208610
jane march,t1 AND t2,1436,"0,000655161",0.000655161
yahoo games,t1 AND t2,329,"0,000301565",0.000301565
mel cottons,t1 AND t2,7,"0,000204070",0.000204070
usa today,t1 AND t2,608,"0,000528333",0.000528333
amateur boys,t1 AND t2,139,"0,000252888",0.000252888
trainspotting movie,t1 AND t2,217,"0,000256170",0.000256170
historic site,t1 AND t2,675,"0,000420362",0.000420362
pet cages,t1 AND t2,27,"0,000471693",0.000471693
map quest,t1 AND t2,466,"0,000365398",0.000365398
calendar 2005,t1 AND t2,1192,"0,000588115",0.000588115
victor webster,t1 AND t2,55,"0,000235148",0.000235148
double beds,t1 AND t2,140,"0,000326707",0.000326707
frontier airlines,t1 AND t2,67,"0,000217339",0.000217339
liver diet,t1 AND t2,47,"0,000261477",0.000261477
united airlines,t1 AND t2,217,"0,000294511",0.000294511
imax movies,t1 AND t2,107,"0,000227815",0.000227815
consumer reviews,t1 AND t2,210,"0,000246671",0.000246671
stuff magazine,t1 AND t2,258,"0,000305406",0.000305406
50 cent,t1 AND t2,1448,"0,000685820",0.000685820
espn horseracing,t1 AND t2,30,"0,000465966",0.000465966
learning measurement,t1 AND t2,116,"0,000241573",0.000241573
jessica rabbit,t1 AND t2,22,"0,000270627",0.000270627
oasis lyrics,t1 AND t2,89,"0,000232005",0.000232005
glades knight,t1 AND t2,50,"0,000240665",0.000240665
tanning loft,t1 AND t2,5,"0,000189613",0.000189613
pinnacle bank,t1 AND t2,100,"0,000294092",0.000294092
verizon wireless,t1 AND t2,24,"0,000198902",0.000198902
delta airlines,t1 AND t2,90,"0,000216431",0.000216431
smiley faces,t1 AND t2,68,"0,000745603",0.000745603
lyme disease,t1 AND t2,89,"0,000224672",0.000224672
final destination,t1 AND t2,417,"0,001113025",0.001113025
registration codes,t1 AND t2,200,"0,000304708",0.000304708
pal joey,t1 AND t2,22,"0,000204769",0.000204769
georgia lakes,t1 AND t2,203,"0,000286759",0.000286759
erotic arts,t1 AND t2,210,"0,000247020",0.000247020
dragon pictures,t1 AND t2,131,"0,000332783",0.000332783
cheap tickets,t1 AND t2,53,"0,000218736",0.000218736
mag auction,t1 AND t2,20,"0,000753354",0.000753354
chicago pneumatic,t1 AND t2,132,"0,000206584",0.000206584
candies shoes,t1 AND t2,12,"0,000195340",0.000195340
maxim magazine,t1 AND t2,278,"0,000326149",0.000326149
fence gate,t1 AND t2,58,"0,000241922",0.000241922
organization chart,t1 AND t2,6168,"0,002599481",0.002599481
monroe county,t1 AND t2,377,"0,000491178",0.000491178
gardening supplies,t1 AND t2,59,"0,000221390",0.000221390
love poems,t1 AND t2,319,"0,000317069",0.000317069
irish invitations,t1 AND t2,120,"0,000285503",0.000285503
pretty models,t1 AND t2,108,"0,000322657",0.000322657
post standard,t1 AND t2,432,"0,000333901",0.000333901
cars babes,t1 AND t2,73,"0,000187379",0.000187379
club safari,t1 AND t2,301,"0,000273071",0.000273071
window tinting,t1 AND t2,6044,"0,002041257",0.002041257
holiday inn,t1 AND t2,73,"0,000290042",0.000290042
free astrology,t1 AND t2,6049,"0,002162568",0.002162568
maine vacation,t1 AND t2,58,"0,000297794",0.000297794
map quest,t1 AND t2,466,"0,000427345",0.000427345
greatest american,t1 AND t2,908,"0,000569119",0.000569119
faith promise,t1 AND t2,112,"0,001316886",0.001316886
anniversary prints,t1 AND t2,72,"0,000829689",0.000829689
carolina beach,t1 AND t2,77,"0,000246742",0.000246742
chelsea charms,t1 AND t2,25,"0,003449283",0.003449283
ginny hen,t1 AND t2,9,"0,000188915",0.000188915
weis markets,t1 AND t2,60,"0,000229491",0.000229491
katie holmes,t1 AND t2,18,"0,000184165",0.000184165
universal design,t1 AND t2,290,"0,000260918",0.000260918
gas lantern,t1 AND t2,75,"0,000259732",0.000259732
mortgage calculator,t1 AND t2,11,"0,000257078",0.000257078
nys unemployment,t1 AND t2,16,"0,000286201",0.000286201
gothic poetry,t1 AND t2,111,"0,000191779",0.000191779
omsk russia,t1 AND t2,166,"0,000345284",0.000345284
regions bank,t1 AND t2,329,"0,000244786",0.000244786
learn graffiti,t1 AND t2,73,"0,000191499",0.000191499
air brakes,t1 AND t2,250,"0,000283407",0.000283407
diaper instructions,t1 AND t2,27,"0,000196736",0.000196736
labyrinth downloads,t1 AND t2,6,"0,000299191",0.000299191
sports agents,t1 AND t2,345,"0,000313228",0.000313228
jordan capri,t1 AND t2,56,"0,000297584",0.000297584
blt prime,t1 AND t2,58,"0,000213079",0.000213079
homecoming dresses,t1 AND t2,9,"0,000240037",0.000240037
swiss cheese,t1 AND t2,68,"0,000227816",0.000227816
latino festival,t1 AND t2,175,"0,000460310",0.000460310
family fun,t1 AND t2,890,"0,000447459",0.000447459
charities challenge,t1 AND t2,79,"0,000292835",0.000292835
bow wow,t1 AND t2,36,"0,000210704",0.000210704
science magazine,t1 AND t2,548,"0,000348776",0.000348776
greenville tech,t1 AND t2,40,"0,000186541",0.000186541
lbc tv,t1 AND t2,346,"0,000277890",0.000277890
food lion,t1 AND t2,176,"0,000273001",0.000273001
modular homes,t1 AND t2,67,"0,000773887",0.000773887
shiz su,t1 AND t2,33,"0,000699718",0.000699718
poison ivy,t1 AND t2,27,"0,000201485",0.000201485
mason storm,t1 AND t2,84,"0,000297724",0.000297724
united airline,t1 AND t2,199,"0,000376642",0.000376642
bad dates,t1 AND t2,192,"0,000257357",0.000257357
expo electronics,t1 AND t2,47,"0,000216501",0.000216501
daisy duke,t1 AND t2,94,"0,000222298",0.000222298
discount airlines,t1 AND t2,62,"0,000206375",0.000206375
mike tyson,t1 AND t2,65,"0,000274887",0.000274887
elven bard,t1 AND t2,6,"0,000192896",0.000192896
kingdom hearts,t1 AND t2,371,"0,000291648",0.000291648
southwest airlines,t1 AND t2,119,"0,000251421",0.000251421
audi usa,t1 AND t2,301,"0,000272023",0.000272023
lg tv,t1 AND t2,349,"0,000284175",0.000284175
lottery tennessee,t1 AND t2,73,"0,000224743",0.000224743
spade game,t1 AND t2,371,"0,000319863",0.000319863
myspace layouts,t1 AND t2,49,"0,000273421",0.000273421
unleashed movie,t1 AND t2,225,"0,000282499",0.000282499
quentin tarantino,t1 AND t2,19,"0,000501165",0.000501165
honeycomb board,t1 AND t2,252,"0,000307502",0.000307502
electric scooters,t1 AND t2,76,"0,000283896",0.000283896
interstate 84,t1 AND t2,182,"0,000525120",0.000525120
dolly land,t1 AND t2,399,"0,000355969",0.000355969
blood vows,t1 AND t2,127,"0,000504517",0.000504517
emily lloyd,t1 AND t2,22,"0,000388654",0.000388654
guthrie theater,t1 AND t2,87,"0,000253795",0.000253795
gregory brown,t1 AND t2,177,"0,000661586",0.000661586
free movies,t1 AND t2,6144,"0,001939502",0.001939502
catholic composers,t1 AND t2,142,"0,000662424",0.000662424
music downloads,t1 AND t2,780,"0,000421968",0.000421968
ear training,t1 AND t2,226,"0,000408768",0.000408768
algebra solutions,t1 AND t2,43,"0,000240526",0.000240526
bush jokes,t1 AND t2,68,"0,000252399",0.000252399
akron usps,t1 AND t2,9,"0,000211753",0.000211753
continental airlines,t1 AND t2,74,"0,000223904",0.000223904
bird repellent,t1 AND t2,84,"0,000244786",0.000244786
daisy duke,t1 AND t2,94,"0,000211473",0.000211473
cheap tickets,t1 AND t2,53,"0,000229561",0.000229561
anime girl,t1 AND t2,140,"0,000230957",0.000230957
virginia beach,t1 AND t2,172,"0,000322936",0.000322936
pool paint,t1 AND t2,84,"0,000244856",0.000244856
360 dance,t1 AND t2,148,"0,000314835",0.000314835
luigi large,t1 AND t2,678,"0,000472252",0.000472252
nat turner,t1 AND t2,34,"0,000212451",0.000212451
scout springs,t1 AND t2,53,"0,000286689",0.000286689
big butts,t1 AND t2,386,"0,000304568",0.000304568
tri met,t1 AND t2,187,"0,000268182",0.000268182
nbc news,t1 AND t2,402,"0,000347310",0.000347310
maryland university,t1 AND t2,662,"0,000390680",0.000390680
tennis calf,t1 AND t2,62,"0,000244646",0.000244646
punta cana,t1 AND t2,7,"0,000195200",0.000195200
popcorn song,t1 AND t2,375,"0,000332853",0.000332853
cheap tickets,t1 AND t2,53,"0,000251282",0.000251282
map quest,t1 AND t2,466,"0,000435237",0.000435237
chrysler crossfire,t1 AND t2,11,"0,000212381",0.000212381
unbound bible,t1 AND t2,49,"0,000261827",0.000261827
slot machines,t1 AND t2,57,"0,000224184",0.000224184
tropical beverages,t1 AND t2,73,"0,000226349",0.000226349
harris bank,t1 AND t2,130,"0,000231516",0.000231516
wedding invitations,t1 AND t2,52,"0,000255262",0.000255262
international movers,t1 AND t2,383,"0,000357786",0.000357786
sas radisson,t1 AND t2,7,"0,000363442",0.000363442
monroe college,t1 AND t2,356,"0,000351989",0.000351989
tina cherian,t1 AND t2,2,"0,000199390",0.000199390
websites game,t1 AND t2,400,"0,001624806",0.001624806
football rules,t1 AND t2,494,"0,000346682",0.000346682
copycat recipes,t1 AND t2,9,"0,000232983",0.000232983
longest yard,t1 AND t2,94,"0,000270137",0.000270137
removing wallpaper,t1 AND t2,51,"0,000236126",0.000236126
